id,pl_a,ql_a,pl_b,ql_b,pl_c,ql_c,name,bus_type,v_a,v_b,v_c,v_ln_base,s_base,v_min,v_max,cvr_p,cvr_q,phases,has_gen,has_load,has_cap,latitude,longitude
1,0.0,0.0,0.0,0.0,0.0,0.0,_392-5165_sn,SWING,1.0,1.0,1.0,7621.02355330306,1000000.0,0.95,1.05,0,0,abc,False,False,False,47.6525352407742,-117.401344582167
2,0.0,0.0,0.0,0.0,0.0,0.0,_392-5165_ln,PQ,1.0,1.0,1.0,7621.02355330306,1000000.0,0.95,1.05,0,0,abc,False,False,False,47.6525352407742,-117.401344582167
3,0.0,0.0,0.0,0.0,0.0,0.0,_416-4523_sn,PQ,1.0,1.0,1.0,7621.02355330306,1000000.0,0.95,1.05,0,0,abc,False,False,False,47.6526037108495,-117.401340060018
4,0.0,0.0,0.0,0.0,0.0,0.0,_416-4523_ln,PQ,1.0,1.0,1.0,7621.02355330306,1000000.0,0.95,1.05,0,0,abc,False,False,False,47.6529853523964,-117.400859510646
5,0.0,0.0,0.0,0.0,0.0,0.0,_500-15112_n,PQ,1.0,1.0,1.0,7621.02355330306,1000000.0,0.95,1.05,0,0,abc,False,False,False,47.6542545844208,-117.398958825984
6,0.0,0.0,0.0,0.0,0.0,0.0,_396-7712_sn,PQ,1.0,1.0,1.0,7621.02355330306,1000000.0,0.95,1.05,0,0,abc,False,False,False,47.6548692861609,-117.398943513385
7,0.0,0.0,0.0,0.0,0.0,0.0,_396-7712_ln,PQ,1.0,1.0,1.0,7621.02355330306,1000000.0,0.95,1.05,0,0,abc,False,False,False,47.6548692861609,-117.398943513385
8,0.027382090474802123,0.005527130366818028,0.02739459445713828,0.0055296544083632765,0.027392302560528187,0.005529191729278426,_500-15126_n,PQ,1.0,1.0,1.0,7621.02355330306,1000000.0,0.95,1.05,0,0,abc,False,True,False,47.6551801405556,-117.398949892288
9,0.0,0.0,0.0,0.0,0.0,0.0,_500-2944322_n,PQ,1.0,1.0,1.0,7621.02355330306,1000000.0,0.95,1.05,0,0,abc,False,False,False,47.6555339119026,-117.398959905125
10,0.0,0.0,0.0,0.0,0.0,0.0,_393-71378_n,PQ,1.0,1.0,1.0,7621.02355330306,1000000.0,0.95,1.05,0,0,abc,False,False,False,47.6561119757112,-117.398980930243
