fb,tb,from_name,to_name,raa,rab,rac,rbb,rbc,rcc,xaa,xab,xac,xbb,xbc,xcc,type,name,status,s_base,v_ln_base,z_base,phases
1,2,1,2,1.7335417899408284e-05,0.0,0.0,1.7335417899408284e-05,0.0,1.7335417899408284e-05,1.7335417899408284e-05,0.0,0.0,1.7335417899408284e-05,0.0,1.7335417899408284e-05,line,line_1_2,,1000000.0,2401.7771198288433,5.768533333333334,abc
2,3,2,3,0.006015394304733727,0.0020455805103550295,0.002010909874260355,0.006119406213017751,0.002080251146449704,0.006067400258875739,0.01416304471153846,0.006587462795857987,0.005061944822485206,0.013764331397928991,0.0055646730399408284,0.013989690532544376,line,line_2_3,,1000000.0,2401.7771198288433,5.768533333333334,abc
3,4,3,4,0.0,0.0,0.0,0.0076449241863905315,0.0,0.0,0.0,0.0,0.0,0.007748937093195266,0.0,0.0,line,line_3_4,,1000000.0,2401.7771198288433,5.768533333333334,b
3,5,3,9,0.004507211649408284,0.0015428532914201184,0.0015081816568047338,0.00459388923816568,0.0015601886094674553,0.004541882285502958,0.010626617862426035,0.004940596597633135,0.003796458616863905,0.010331916457100592,0.004177837610946745,0.010487935318047337,line,line_3_9,,1000000.0,2401.7771198288433,5.768533333333334,abc
5,6,9,10,0.0029990289940828403,0.0010227897559171597,0.0010054554363905324,0.003068371264792899,0.001040126072485207,0.0030336996301775147,0.0070728546967455605,0.003293732396449704,0.0025309734097633133,0.006882165199704141,0.002773668860946745,0.006986178106508875,line,line_9_10,,1000000.0,2401.7771198288433,5.768533333333334,abc
6,7,10,15,0.004507211649408284,0.0015428532914201184,0.0015081816568047338,0.00459388923816568,0.0015601886094674553,0.004541882285502958,0.010626617862426035,0.004940596597633135,0.003796458616863905,0.010331916457100592,0.004177837610946745,0.010487935318047337,line,line_10_15,,1000000.0,2401.7771198288433,5.768533333333334,abc
7,8,15,117,1.733541789940828e-07,0.0,0.0,1.733541789940828e-07,0.0,1.733541789940828e-07,0.0,0.0,0.0,0.0,0.0,0.0,line,line_15_117,,1000000.0,2401.7771198288433,5.768533333333334,abc
8,9,117,54,0.006015394304733727,0.0020455805103550295,0.002010909874260355,0.006119406213017751,0.002080251146449704,0.006067400258875739,0.01416304471153846,0.006587462795857987,0.005061944822485206,0.013764331397928991,0.0055646730399408284,0.013989690532544376,line,line_117_54,,1000000.0,2401.7771198288433,5.768533333333334,abc
9,10,54,55,0.0029990289940828403,0.0010227897559171597,0.0010054554363905324,0.003068371264792899,0.001040126072485207,0.0030336996301775147,0.0070728546967455605,0.003293732396449704,0.0025309734097633133,0.006882165199704141,0.002773668860946745,0.006986178106508875,line,line_54_55,,1000000.0,2401.7771198288433,5.768533333333334,abc
10,11,55,56,0.0018722263313609465,0.0006414107618343195,0.0006240754437869822,0.001906896967455621,0.0006414107618343195,0.001889561649408284,0.004420534060650887,0.002062915828402367,0.0015775239275147926,0.004299185835798816,0.001733542788461538,0.0043685281065088755,line,line_55_56,,1000000.0,2401.7771198288433,5.768533333333334,abc
